aau_name;url;UDD5;displaydocclass;instpostdistrikt;studietidtx;afbrud;afbrud_statusaar;afbrud_n;undervisningsform_p1;undervisningsform_p2;undervisningsform_p3;undervisningsform_p4;undervisningsform_p5;;;;;branchetxt1;branchetxt2;branchetxt3;branchetxt4;branchepct1;branchepct2;branchepct3;branchepct4;offt_privat;branche_statusaar;branche_n;maanedloenp25_10aar;maanedloen_10aar;maanedloenp75_10aar;maanedloen_10aar_n;maanedloen_10aar_statusaar;ledighed_10aar;ledighed_10aar_statusaar;ledighed_10aar_n;ivaerksaetteri;ivaerksaetteri_statusaar;ivaerksaetteri_n;arbejdsform_andet_pct;arbejdsform_andet_pct2;arbejdsform_faste_aften_nat_pct;arbejdsform_fastedagtimer_pct;arbejdsform_fleksible_pct;arbejdsform_skiftende_pct;arbejdsform_tilretteselv_pct;arbejdsform_n;arbejdsform_statusaar;arbejdstid_timer;arbejdstid_n;arbejdstid_statusaar;dimbesvarelser_antal;dimbesvarelser_pct;fagligmiljo_likert;fagligmiljo_n;fagligmiljo_statusaar;fagligtmotivation_likert;fagligtmotivation_n;fagligtmotivation_statusaar;foerstejob1pct;foerstejob2pct;foerstejob3pct;foerstejob4pct;foerstejob1tx;foerstejob2tx;foerstejob3tx;foerstejob4tx;foerstejob_n;foerstejob_statusaar;jobskabende_p1;jobskabende_p2;jobskabende_p3;jobskabende_p4;jobskabende_p5;jobskabende_n;jobskabende_statusaar;kompetencerudd_p1;kompetencerudd_p2;kompetencerudd_p3;kompetencerudd_p4;kompetencerudd_p5;kompetencerudd_n;kompetencerudd_statusaar;kvalitet_likert;kvalitet_n;kvalitet_statusaar;medstuderende_likert;medstuderende_n;medstuderende_statusaar;relevans_overens_udd_job_likert;relevans_overens_udd_job_n;rel_over_udd_job_statusaar;ruster_til_job_likert;ruster_til_job_n;ruster_til_job_statusaar;socialtmiljo_likert;socialtmiljo_n;socialtmiljo_statusaar;socialtmotivation_likert;socialtmotivation_n;socialtmotivation_statusaar;studbesvarelser_antal;studbesvarelser_pct;tidsforbrug_frivilligtxt;tidsforbrug_selvstudiumtxt;tidsforbrug_studiejobtxt;tidsforbrug_undervisningtxt;tidsforbrug_n;tidsforbrug_statusaar;udbytte_undervisning_likert;udbytte_undervisning_n;udb_undervisning_statusaar;udlandet_dk25_pct;udlandet_dk_pct;udlandet_udlandet_pct;udlandet_n;udlandet_statusaar;undervisere_engagerede_likert;undervisere_engagerede_n;und_engagerede_statusaar;undervisere_faglighed_likert;undervisere_faglighed_n;und_faglighed_statusaar;undervisere_feedback_likert;undervisere_feedback_n;und_feedback_statusaar;undervisere_formidling_likert;undervisere_formidling_n;und_formidling_statusaar;undervisere_kontakt_likert;undervisere_kontakt_n;und_kontakt_statusaar;undervisningsform_n;undervisningsform_statusaar
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/bygge-og-anlaegskonstruktion;83350,83550,83450;Kandidatuddannelse;Aalborg;1 år og 10 måneder;10;2013-2015;142;Projektarbejde;Gruppearbejde;Forelæsninger;Faglig vejledning fra din underviser;Selvstudie;;;;;Videnservice;Industri;Bygge og anlæg;Øvrige brancher;59;10;8;22;81;2012-2014;616;;;;;Ingen data;;Ingen data;;;Ingen data;;0;0;0;9;59;0;33;70;2016/2017;39;70;2016/2017;78;40;3,94;17;2016/2017;3,47;19;2016/2017;28;18;15;13;Jeg søgte og blev ansat efter et stillingsopslag;Jeg søgte uopfordret;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave/projekt/speciale eller var i praktik;Jeg fik job gennem mit netværk;71;2016/2017;De kompetencer jeg fik fra uddannelsen;Jeg har den uddannelse som er en forudsætning for jobbet;Netværk;Afsluttende opgave;Gode karakterer;60;2016/2017;Tilegnelse af ny viden;Anvendelse af teori og metode inden for mit fagområde;Min evne til at arbejde struktureret og overholde deadlines;Tværfaglige og projektorienterede kompetencer;Evnen til at samarbejde;59;2016/2017;4,26;19;2016/2017;3,68;19;2016/2017;4,29;70;2016/2017;4,31;70;2016/2017;3,84;19;2016/2017;4,11;19;2016/2017;19;41;1;33;4;27;19;2016/2017;4,16;19;2016/2017;1;93;6;71;2016/2017;4,05;19;2016/2017;4,32;19;2016/2017;3,79;19;2016/2017;3,42;19;2016/2017;3,84;19;2016/2017;17;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/bygge-og-anlaegskonstruktion;83350,83550,83450;Kandidatuddannelse;Esbjerg;1 år og 10 måneder;10;2013-2015;142;;;;;;;;;;Videnservice;Industri;Bygge og anlæg;Øvrige brancher;59;10;8;22;81;2012-2014;616;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/virksomhedssystemer;53880;Kandidatuddannelse;Aalborg;1 år og 9 måneder;8;2013-2015;50;Projektarbejde;Forelæsninger;Gruppearbejde;Selvstudie;Klasseundervisning;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,67;18;2016/2017;3,5;18;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,17;18;2016/2017;3,22;18;2016/2017;;;Ingen data;;;Ingen data;4,33;18;2016/2017;4,33;18;2016/2017;18;44;5;30;8;30;18;2016/2017;3,72;18;2016/2017;;;;;Ingen data;3,89;18;2016/2017;4,61;18;2016/2017;3,39;18;2016/2017;3,56;18;2016/2017;4,22;18;2016/2017;16;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/elektromekanisk-systemdesign;83310,3117;Kandidatuddannelse;Aalborg;1 år og 11 måneder;11;2013-2015;90;Projektarbejde;Gruppearbejde;Forelæsninger;Faglig vejledning fra din underviser;Selvstudie;;;;;Industri;Videnservice;Handel;Øvrige brancher;46;28;8;18;95;2012-2014;832;;;;;Ingen data;;Ingen data;;;Ingen data;;2;2;0;3;64;0;32;66;2016/2017;41;66;2016/2017;76;42;4,2;10;2016/2017;4,5;10;2016/2017;49;16;16;7;Jeg søgte og blev ansat efter et stillingsopslag;Jeg blev headhuntet;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave/projekt/speciale eller var i praktik;Jeg fik job gennem mit netværk;69;2016/2017;De kompetencer jeg fik fra uddannelsen;Jeg har den uddannelse som er en forudsætning for jobbet;Projekt i samarbejde med offentlig eller privat virksomhed;Netværk;Gode karakterer;66;2016/2017;Tekniske kompetencer;Analytiske kompetencer;Evnen til at samarbejde;Tilegnelse af ny viden;Tværfaglige og projektorienterede kompetencer;62;2016/2017;4,8;10;2016/2017;4,4;10;2016/2017;4,23;66;2016/2017;4,53;66;2016/2017;4,7;10;2016/2017;4,4;10;2016/2017;11;52;2;16;2;28;10;2016/2017;4,4;10;2016/2017;14;78;7;69;2016/2017;4,7;10;2016/2017;4,8;10;2016/2017;4,3;10;2016/2017;4,1;10;2016/2017;4,4;10;2016/2017;10;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/energiteknik;83430,3127;Kandidatuddannelse;Aalborg;1 år og 10 måneder;7;2013-2015;107;Projektarbejde;Forelæsninger;Gruppearbejde;Selvstudie;Faglig vejledning fra din underviser;;;;;Industri;Videnservice;Energiforsyning;Øvrige brancher;37;34;15;15;88;2012-2014;68;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,8;41;2016/2017;3,73;40;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,13;38;2016/2017;3,8;40;2016/2017;;;Ingen data;;;Ingen data;3,93;40;2016/2017;4,02;41;2016/2017;50;49;3;37;3;33;38;2016/2017;3,95;41;2016/2017;;;;;Ingen data;3,68;41;2016/2017;4,1;41;2016/2017;3,59;41;2016/2017;3,27;41;2016/2017;4,05;41;2016/2017;38;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/forretningsinnovation;83140;Kandidatuddannelse;Aalborg;1 år og 9 måneder;10;2013-2015;30;Projektarbejde;Gruppearbejde;Selvstudie;Forelæsninger;Praktik;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4;11;2016/2017;4,18;11;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,09;11;2016/2017;4;11;2016/2017;;;Ingen data;;;Ingen data;4,18;11;2016/2017;4,36;11;2016/2017;17;41;5;26;8;25;10;2016/2017;4,55;11;2016/2017;;;;;Ingen data;4,27;11;2016/2017;4,45;11;2016/2017;4,18;11;2016/2017;3,91;11;2016/2017;4,09;11;2016/2017;10;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/globalt-systemdesign;83200;Kandidatuddannelse;København SV;1 år og 10 måneder;21;2013-2015;43;Gruppearbejde;Projektarbejde;Forelæsninger;Klasseundervisning;Praktik;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,2;15;2016/2017;3,6;15;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,07;14;2016/2017;3,73;15;2016/2017;;;Ingen data;;;Ingen data;4,13;15;2016/2017;4,33;15;2016/2017;20;42;1;28;15;33;14;2016/2017;4,27;15;2016/2017;;;;;Ingen data;4,07;15;2016/2017;4,4;15;2016/2017;4;15;2016/2017;4,07;15;2016/2017;4,2;15;2016/2017;14;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/indeklima-og-energi;83540;Kandidatuddannelse;Aalborg;1 år og 8 måneder;8;2013-2015;40;Projektarbejde;Forelæsninger;Gruppearbejde;Selvstudie;Faglig vejledning fra din underviser;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4;13;2016/2017;3,77;13;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,23;13;2016/2017;3,85;13;2016/2017;;;Ingen data;;;Ingen data;3,92;13;2016/2017;4,23;13;2016/2017;14;78;1;27;5;28;13;2016/2017;4,38;13;2016/2017;;;;;Ingen data;3,85;13;2016/2017;4,46;13;2016/2017;3,85;13;2016/2017;3,69;13;2016/2017;3,92;13;2016/2017;13;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/indlejrede-softwaresystemer;52190;Kandidatuddannelse;Aalborg;;;Ingen data;;;;;;;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/industrielt-design;83240,83230,83360;Kandidatuddannelse;Aalborg;2 år og 0 måneder;11;2013-2015;142;Projektarbejde;Gruppearbejde;Forelæsninger;Selvstudie;Faglig vejledning fra din underviser;;;;;Videnservice;Industri;Offentlig administration forsvar og politi;Øvrige brancher;43;14;14;28;75;2012-2014;548;;;;;Ingen data;;Ingen data;;;Ingen data;;0;0;0;23;55;0;22;86;2016/2017;39;86;2016/2017;107;36;4,04;24;2016/2017;3,92;24;2016/2017;37;24;14;10;Jeg søgte og blev ansat efter et stillingsopslag;Jeg fik job gennem mit netværk;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave/projekt/speciale eller var i praktik;Jeg søgte uopfordret;90;2016/2017;Praktik;De kompetencer jeg fik fra uddannelsen;Netværk;Jeg har den uddannelse som er en forudsætning for jobbet;Afsluttende opgave;88;2016/2017;Kreative og innovative kompetencer;Evnen til at samarbejde;Tværfaglige og projektorienterede kompetencer;Min evne til at arbejde struktureret og overholde deadlines;IT-færdigheder;79;2016/2017;3,83;24;2016/2017;3,71;24;2016/2017;3,61;85;2016/2017;3,84;86;2016/2017;3,83;24;2016/2017;3,88;24;2016/2017;29;40;1;22;4;29;24;2016/2017;3,79;24;2016/2017;4;86;10;90;2016/2017;4,08;24;2016/2017;4,08;24;2016/2017;3,79;24;2016/2017;3,75;24;2016/2017;4,25;24;2016/2017;21;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/integrerede-foedevarestudier;83640;Kandidatuddannelse;København SV;1 år og 10 måneder;11;2013-2015;123;Gruppearbejde;Projektarbejde;Forelæsninger;Klasseundervisning;Selvstudie;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;0;20;7;27;27;13;27;15;2016/2017;37;15;2016/2017;22;39;3,51;35;2016/2017;3,6;35;2016/2017;27;20;13;13;Jeg søgte og blev ansat efter et stillingsopslag;Jeg søgte uopfordret;Jeg blev headhuntet;Jeg fik job gennem mit netværk;15;2016/2017;Netværk;Praktik;Studiejob;De kompetencer jeg fik fra uddannelsen;Afsluttende opgave;15;2016/2017;Tværfaglige og projektorienterede kompetencer;Analytiske kompetencer;Formidlingsevner;Min evne til at arbejde struktureret og overholde deadlines;Kreative og innovative kompetencer;14;2016/2017;3,53;32;2016/2017;3,46;35;2016/2017;3,4;15;2016/2017;3,6;15;2016/2017;3,8;35;2016/2017;3,8;35;2016/2017;39;48;2;28;9;24;33;2016/2017;3,74;35;2016/2017;0;100;0;15;2016/2017;4;35;2016/2017;4,03;35;2016/2017;3,77;35;2016/2017;3,51;35;2016/2017;3,8;35;2016/2017;35;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/vaerdikaeder-og-innovationsledelse;82630,3113;Kandidatuddannelse;Aalborg;1 år og 11 måneder;5;2013-2015;347;Projektarbejde;Forelæsninger;Selvstudie;Gruppearbejde;Klasseundervisning;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,33;18;2016/2017;4,17;18;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,47;17;2016/2017;3,82;17;2016/2017;;;Ingen data;;;Ingen data;4,28;18;2016/2017;4,44;18;2016/2017;21;38;6;28;10;36;17;2016/2017;4,41;17;2016/2017;;;;;Ingen data;4,29;17;2016/2017;4,47;17;2016/2017;4,06;17;2016/2017;3,88;17;2016/2017;4,18;17;2016/2017;18;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/vaerdikaeder-og-innovationsledelse;82630,3113;Kandidatuddannelse;København SV;1 år og 11 måneder;5;2013-2015;347;;;;;;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/kemi-civilingenioer;53630,52630,52400,31390,80920;Kandidatuddannelse;Aalborg;1 år og 10 måneder;2;2013-2015;57;Projektarbejde;Forelæsninger;Gruppearbejde;Selvstudie;Faglig vejledning fra din underviser;;;;;Industri;Videnservice;Undervisning;Øvrige brancher;33;30;14;23;68;2012-2014;906;37.200;41.700;46.600;143;2013-2015;2;2013-2016;141;1;2011-2013;68;;;;;;;;;Ingen data;;;Ingen data;10;63;4,2;10;2016/2017;4;10;2016/2017;;;;;;;;;;Ingen data;Jeg har den uddannelse som er en forudsætning for jobbet;De kompetencer jeg fik fra uddannelsen;Afsluttende opgave;Netværk;Projekt i samarbejde med offentlig eller privat virksomhed;10;2016/2017;;;;;;;Ingen data;4,1;10;2016/2017;4,1;10;2016/2017;;;Ingen data;;;Ingen data;4,2;10;2016/2017;4,5;10;2016/2017;11;42;1;26;5;23;10;2016/2017;4,2;10;2016/2017;;;;;Ingen data;4,6;10;2016/2017;4,5;10;2016/2017;3,9;10;2016/2017;3,7;10;2016/2017;3,9;10;2016/2017;10;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/landinspektoervidenskab;54130,82720,31260;Kandidatuddannelse;Aalborg;1 år og 10 måneder;2;2013-2015;81;Projektarbejde;Selvstudie;Gruppearbejde;Forelæsninger;Klasseundervisning;;;;;Videnservice;Offentlig administration forsvar og politi;Information og kommunikation;Øvrige brancher;43;34;6;17;54;2012-2014;2687;39.000;44.300;47.600;114;2013-2015;0;2013-2016;99;6;2011-2013;83;0;0;0;8;85;0;8;26;2016/2017;38;26;2016/2017;32;39;4;21;2016/2017;3,95;21;2016/2017;63;11;11;7;Jeg søgte og blev ansat efter et stillingsopslag;Jeg fik job gennem mit netværk;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave/projekt/speciale eller var i praktik;Andet;27;2016/2017;De kompetencer jeg fik fra uddannelsen;Jeg har den uddannelse som er en forudsætning for jobbet;Netværk;Studiejob;Praktik;24;2016/2017;Evnen til at samarbejde;Anvendelse af teori og metode inden for mit fagområde;Tværfaglige og projektorienterede kompetencer;Tilegnelse af ny viden;Tekniske kompetencer;23;2016/2017;3,71;21;2016/2017;3,71;21;2016/2017;4,19;26;2016/2017;4,38;26;2016/2017;3,62;21;2016/2017;3,57;21;2016/2017;21;49;1;26;6;20;21;2016/2017;3,57;21;2016/2017;0;100;0;27;2016/2017;3,9;21;2016/2017;4,24;21;2016/2017;3,52;21;2016/2017;3,52;21;2016/2017;3,86;21;2016/2017;20;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/landinspektoervidenskab;54130,82720,31260;Kandidatuddannelse;København SV;1 år og 10 måneder;2;2013-2015;81;;;;;;;;;;Videnservice;Offentlig administration forsvar og politi;Information og kommunikation;Øvrige brancher;43;34;6;17;54;2012-2014;2687;39.000;44.300;47.600;114;2013-2015;0;2013-2016;99;6;2011-2013;83;0;0;0;17;67;0;17;12;2016/2017;39;12;2016/2017;16;38;;;Ingen data;;;Ingen data;62;31;8;0;Jeg søgte og blev ansat efter et stillingsopslag;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave/projekt/speciale eller var i praktik;Jeg fik job gennem mit netværk;;13;2016/2017;Jeg har den uddannelse som er en forudsætning for jobbet;De kompetencer jeg fik fra uddannelsen;Studiejob;Praktik;Netværk;12;2016/2017;Tekniske kompetencer;Evnen til at samarbejde;Min evne til at arbejde struktureret og overholde deadlines;Anvendelse af teori og metode inden for mit fagområde;Tværfaglige og projektorienterede kompetencer;11;2016/2017;;;Ingen data;;;Ingen data;4;12;2016/2017;4,25;12;2016/2017;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;0;100;0;13;2016/2017;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/lyd-og-musikteknologi;83730;Kandidatuddannelse;Aalborg;;19;2013-2015;16;;;;;;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/lyd-og-musikteknologi;83730;Kandidatuddannelse;København SV;;19;2013-2015;16;Projektarbejde;Gruppearbejde;Selvstudie;Forelæsninger;Øvelsestimer;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,6;15;2016/2017;3,53;15;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,73;15;2016/2017;3,6;15;2016/2017;;;Ingen data;;;Ingen data;3,53;15;2016/2017;3,53;15;2016/2017;16;50;4;41;12;16;15;2016/2017;4;15;2016/2017;;;;;Ingen data;3,86;14;2016/2017;4;15;2016/2017;3,53;15;2016/2017;3,07;15;2016/2017;4,07;15;2016/2017;14;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/maskinkonstruktion;83310,52640,53640,30280;Kandidatuddannelse;Esbjerg;1 år og 11 måneder;13;2013-2015;78;;;;;;;;;;Industri;Videnservice;Handel;Øvrige brancher;48;23;10;20;92;2012-2014;2092;41.700;49.600;53.800;145;2013-2015;1;2013-2016;122;7;2011-2013;67;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/matematik-teknologi;83090;Kandidatuddannelse;Aalborg;;;Ingen data;;;;;;;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/materialeteknologi;83160;Kandidatuddannelse;Aalborg;;;Ingen data;;;;;;;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/medicinsk-bioteknologi;83710;Kandidatuddannelse;Aalborg;;;Ingen data;;;;;;;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/design-af-mekaniske-systemer;83310,3118;Kandidatuddannelse;Aalborg;1 år og 11 måneder;12;2013-2015;101;Projektarbejde;Forelæsninger;Gruppearbejde;Faglig vejledning fra din underviser;Selvstudie;;;;;Industri;Videnservice;Handel;Øvrige brancher;46;28;8;18;95;2012-2014;832;;;;;Ingen data;;Ingen data;;;Ingen data;;0;0;0;4;61;0;34;67;2016/2017;41;67;2016/2017;77;43;3,92;12;2016/2017;3,42;12;2016/2017;47;17;16;9;Jeg søgte og blev ansat efter et stillingsopslag;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave/projekt/speciale eller var i praktik;Jeg blev headhuntet;Jeg fik job gennem mit netværk;70;2016/2017;De kompetencer jeg fik fra uddannelsen;Jeg har den uddannelse som er en forudsætning for jobbet;Netværk;Projekt i samarbejde med offentlig eller privat virksomhed;Gode karakterer;67;2016/2017;Tekniske kompetencer;Analytiske kompetencer;Evnen til at samarbejde;Tilegnelse af ny viden;Tværfaglige og projektorienterede kompetencer;63;2016/2017;4,55;11;2016/2017;4,08;12;2016/2017;4,24;66;2016/2017;4,52;67;2016/2017;4,33;12;2016/2017;4,5;12;2016/2017;15;54;0;18;5;38;11;2016/2017;4,33;12;2016/2017;14;79;7;70;2016/2017;4,67;12;2016/2017;4,58;12;2016/2017;4,42;12;2016/2017;4,33;12;2016/2017;4,67;12;2016/2017;11;2016/2017
;www.ug.dk/uddannelser/universitetsuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/nanomaterialer-og-nanofysik;83690;Kandidatuddannelse;Aalborg;;;Ingen data;;;;;;;;;;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;Ingen data
